,Link,Team,g,Conference,total_wins,win_percentage,srs,sos,opp_pass_cmp,opp_pass_att,opp_pass_cmp_pct,opp_pass_yds,opp_pass_td,opp_tot_yds,opp_tot_yds_per_play,opp_first_down,opp_penalty,opp_turnovers,ppg,oppg,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,rush_att,rush_yds,rush_yds_per_att,rush_td,tot_plays,tot_yds,tot_yds_per_play,first_down,penalty,turnovers
G18T12015,https://www.sports-reference.com/cfb/schools/washington-state/2015.html,Washington State,12,Pac-12 (North Division),8,0.6666666666666666,6.55,1.48,20.8,32.8,63.2,223.0,1.0,416.8,5.8,21.2,7.3,1.8,32.458333333333336,28.841666666666665,39.291666666666664,57.11666666666667,0.6879194630872483,397.04999999999995,3.3000000000000003,20.066666666666666,79.95833333333333,3.9846345514950166,-6.6000000000000005,79.51666666666667,476.90000000000003,5.997484804024314,25.599999999999998,5.324999999999999,1.9749999999999999
G18T22015,https://www.sports-reference.com/cfb/schools/miami-fl/2015.html,Miami (FL),12,ACC (Coastal Division),8,0.6666666666666666,5.69,3.38,19.0,31.8,59.8,203.5,1.2,404.8,5.8,22.8,6.8,1.9,28.950000000000003,28.88333333333333,20.900000000000002,34.708333333333336,0.6021608643457383,281.94166666666666,1.4333333333333333,32.65,119.47500000000001,3.65926493108729,-8.791666666666666,67.63333333333334,401.4166666666667,5.935189748644652,19.716666666666665,9.325000000000001,0.8333333333333334
G19T12015,https://www.sports-reference.com/cfb/schools/minnesota/2015.html,Minnesota,12,Big Ten (West Division),5,0.4166666666666667,2.46,4.84,17.5,30.3,57.6,179.5,1.0,345.9,4.9,19.3,5.1,1.4,22.625,26.13333333333333,18.908333333333335,33.03333333333333,0.5724016145307771,214.11666666666667,1.2166666666666666,34.65833333333333,142.94166666666666,4.12430872805963,-11.758333333333333,67.05,357.05833333333334,5.3252547849863285,17.316666666666666,5.983333333333333,1.758333333333333
G19T22015,https://www.sports-reference.com/cfb/schools/central-michigan/2015.html,Central Michigan,12,MAC (West Division),7,0.5833333333333334,0.58,-1.8,17.4,29.8,58.2,192.2,1.3,333.8,5.2,17.1,5.2,1.4,26.783333333333335,22.083333333333332,25.941666666666666,38.775,0.6690307328605201,313.78333333333336,2.058333333333333,32.49166666666667,99.77499999999999,3.0707873813798408,-7.366666666666667,71.43333333333334,413.45000000000005,5.7879141390573965,21.441666666666666,6.466666666666668,1.2166666666666666
G20T12015,https://www.sports-reference.com/cfb/schools/navy/2015.html,Navy,12,American (West Division),10,0.8333333333333334,11.14,-1.55,19.3,29.8,64.9,221.9,1.2,364.9,5.7,19.5,4.4,2.1,36.199999999999996,21.283333333333335,4.4750000000000005,8.683333333333334,0.5153550863723609,92.29166666666667,0.6749999999999999,60.791666666666664,319.17499999999995,5.250308430431802,-30.308333333333334,65.05833333333334,411.46666666666664,6.324580504675291,20.058333333333334,3.191666666666667,0.5666666666666667
G20T22015,https://www.sports-reference.com/cfb/schools/pittsburgh/2015.html,Pittsburgh,12,ACC (Coastal Division),8,0.6666666666666666,6.32,3.78,16.5,29.6,55.8,214.7,1.3,363.5,5.7,18.0,4.8,1.2,28.216666666666665,24.608333333333334,16.575,26.849999999999998,0.61731843575419,195.06666666666663,1.6500000000000001,40.71666666666667,185.86666666666667,4.564879246827671,-14.875,67.45833333333333,381.0416666666667,5.648548486720198,19.708333333333332,5.333333333333333,1.05
G21T12015,https://www.sports-reference.com/cfb/schools/baylor/2015.html,Baylor,12,Big 12,9,0.75,13.08,0.31,19.6,34.0,57.7,233.5,2.2,396.5,5.2,21.1,7.8,2.0,48.025000000000006,27.49166666666667,18.233333333333334,30.891666666666666,0.5902346911248989,304.375,3.683333333333333,57.974999999999994,299.67499999999995,5.16903837861147,-50.78333333333333,83.53333333333332,604.0500000000001,7.2312450119712715,28.791666666666668,8.941666666666666,2.0833333333333335
G21T22015,https://www.sports-reference.com/cfb/schools/north-carolina/2015.html,North Carolina,13,ACC (Coastal Division),11,0.8461538461538461,12.73,1.08,16.9,31.1,54.5,188.1,1.1,435.9,5.5,24.6,7.2,1.8,40.907692307692315,22.615384615384617,18.33846153846154,28.56923076923077,0.6418955304254174,263.67692307692306,2.138461538461539,37.723076923076924,223.2153846153846,5.91721044045677,-15.646153846153847,66.39999999999999,486.89230769230767,7.3327154772937915,23.584615384615383,5.753846153846154,1.3538461538461537
G22T12015,https://www.sports-reference.com/cfb/schools/california/2015.html,California,12,Pac-12 (North Division),7,0.5833333333333334,9.54,4.92,18.4,30.9,59.5,243.9,1.5,453.7,6.1,22.2,6.7,2.1,36.475,30.25833333333333,27.275000000000002,42.74166666666667,0.6381360889062195,368.30833333333334,3.183333333333333,33.53333333333333,155.61666666666667,4.640656063618291,-8.616666666666667,76.52499999999999,524.0333333333333,6.847871066100403,26.13333333333333,5.216666666666668,1.866666666666667
G22T22015,https://www.sports-reference.com/cfb/schools/air-force/2015.html,Air Force,13,MWC (Mountain Division),8,0.6153846153846154,0.36,-3.14,14.6,27.6,53.0,210.1,1.6,354.9,5.7,16.4,5.5,1.3,33.630769230769225,23.23076923076923,6.138461538461538,11.876923076923077,0.5168393782383419,130.5846153846154,1.0307692307692309,61.73846153846154,322.0461538461538,5.216297034637427,-18.476923076923075,70.6923076923077,452.7384615384615,6.404352557127312,21.384615384615383,3.7846153846153845,1.4923076923076926
G23T12015,https://www.sports-reference.com/cfb/schools/louisiana-state/2015.html,Louisiana State,11,SEC (West Division),8,0.7272727272727273,15.04,6.79,19.7,34.9,56.3,224.3,1.8,347.2,5.2,19.5,6.1,1.4,27.963636363636365,21.981818181818177,12.254545454545456,23.218181818181815,0.5277995301487863,173.0727272727273,1.1090909090909091,43.83636363636364,245.8727272727273,5.608875985068436,-31.10909090909091,65.6,419.05454545454546,6.388026607538803,20.272727272727273,7.909090909090909,0.781818181818182
G23T22015,https://www.sports-reference.com/cfb/schools/texas-tech/2015.html,Texas Tech,12,Big 12,7,0.5833333333333334,3.04,2.89,20.8,33.9,61.2,267.8,1.8,547.7,6.9,25.9,6.4,1.9,46.60833333333334,42.56666666666667,30.058333333333334,47.00833333333333,0.6394256337528808,389.71666666666664,2.9166666666666665,34.00833333333333,204.82500000000002,6.022788532222495,0.40000000000000036,83.51666666666667,594.5416666666666,7.118838555178606,28.825000000000003,7.191666666666666,1.866666666666667
G24T12015,https://www.sports-reference.com/cfb/schools/nevada/2015.html,Nevada,12,MWC (West Division),6,0.5,-6.26,-6.11,19.9,31.3,63.6,213.1,1.3,405.3,5.7,21.5,6.2,1.6,26.049999999999997,27.11666666666667,14.991666666666667,26.541666666666668,0.5648351648351648,172.04166666666666,1.3,45.28333333333333,205.56666666666663,4.539565697460434,-20.633333333333333,69.46666666666667,377.60833333333335,5.4358205374280235,19.841666666666665,5.383333333333334,0.9750000000000001
G24T22015,https://www.sports-reference.com/cfb/schools/colorado-state/2015.html,Colorado State,12,MWC (Mountain Division),7,0.5833333333333334,-5.09,-5.78,13.5,24.9,54.0,177.6,0.9,390.5,5.8,19.8,6.4,1.2,30.150000000000002,27.13333333333333,17.45,29.108333333333334,0.5994846836530203,221.16666666666666,1.9500000000000002,41.13333333333333,195.78333333333333,4.759724473257698,-16.875,70.13333333333334,416.95000000000005,5.945104562737643,22.63333333333333,7.541666666666667,2.191666666666667
G25T12015,https://www.sports-reference.com/cfb/schools/auburn/2015.html,Auburn,12,SEC (West Division),6,0.5,7.16,5.39,20.1,32.7,61.4,209.8,0.9,374.0,5.4,20.6,4.3,1.3,27.208333333333332,27.333333333333332,14.116666666666667,24.125,0.5851468048359241,175.56666666666663,0.7833333333333333,47.525000000000006,191.65833333333333,4.032789759775556,-18.616666666666667,68.31666666666666,367.22499999999997,5.375335447670163,19.533333333333335,4.95,1.1583333333333334
G25T22015,https://www.sports-reference.com/cfb/schools/memphis/2015.html,Memphis,12,American (West Division),9,0.75,6.54,0.16,18.6,32.2,57.8,260.2,1.6,406.7,5.5,21.8,6.0,1.7,42.71666666666667,26.99166666666667,24.558333333333334,35.699999999999996,0.6879084967320263,324.40000000000003,2.4916666666666667,43.824999999999996,185.99166666666667,4.243962730557141,-5.866666666666667,80.02499999999999,510.39166666666665,6.377902738727482,25.783333333333335,7.733333333333333,1.1083333333333334
G26T12015,https://www.sports-reference.com/cfb/schools/louisville/2015.html,Louisville,12,ACC (Atlantic Division),7,0.5833333333333334,6.69,3.23,18.2,32.4,56.1,212.5,1.8,332.8,4.8,17.5,6.2,2.0,28.841666666666665,24.358333333333334,17.958333333333332,31.958333333333332,0.5619295958279009,246.60833333333332,1.5666666666666667,38.78333333333333,159.66666666666666,4.116888697894284,-23.633333333333336,68.96666666666667,406.27500000000003,5.890889318511358,20.891666666666666,7.291666666666667,2.275
G26T22015,https://www.sports-reference.com/cfb/schools/texas-am/2015.html,Texas A&M,12,SEC (West Division),8,0.6666666666666666,9.4,4.47,15.9,27.5,58.0,166.3,0.8,380.0,5.4,19.0,6.5,1.4,28.36666666666667,21.583333333333332,20.416666666666668,36.19166666666667,0.5641261800598665,254.45833333333334,1.8916666666666666,38.03333333333333,171.69166666666663,4.514241893076249,-10.525,74.97500000000001,426.0416666666667,5.682449705457374,22.291666666666668,6.183333333333334,1.7833333333333334
G27T12015,https://www.sports-reference.com/cfb/schools/mississippi-state/2015.html,Mississippi State,12,SEC (West Division),8,0.6666666666666666,13.59,4.74,19.8,32.6,60.6,216.5,1.2,391.2,5.3,21.0,4.5,1.1,33.016666666666666,22.799999999999997,25.541666666666668,38.208333333333336,0.668484187568157,311.09999999999997,2.375,32.03333333333333,140.35833333333332,4.381633714880333,-14.016666666666666,70.825,451.4583333333333,6.374279326979644,22.966666666666665,4.0249999999999995,1.4333333333333333
G27T22015,https://www.sports-reference.com/cfb/schools/north-carolina-state/2015.html,North Carolina State,12,ACC (Atlantic Division),7,0.5833333333333334,5.06,0.83,16.2,29.5,54.7,203.2,1.8,350.7,5.5,18.2,4.8,1.7,33.63333333333333,23.700000000000003,19.474999999999998,32.11666666666667,0.6063829787234042,210.53333333333333,1.5416666666666667,42.625,201.875,4.736070381231672,-14.466666666666667,72.825,412.40833333333336,5.66300492047145,21.625,5.625,0.9166666666666666
G28T12015,https://www.sports-reference.com/cfb/schools/wisconsin/2015.html,Wisconsin,12,Big Ten (West Division),9,0.75,10.85,1.39,14.8,30.3,49.0,172.9,0.5,268.5,4.4,14.1,7.6,1.6,27.11666666666667,13.091666666666667,19.516666666666666,32.46666666666667,0.6011293634496919,229.24166666666667,1.1083333333333334,40.26666666666666,148.07500000000002,3.67735927152318,-12.475,71.31666666666666,377.31666666666666,5.290722131339098,21.13333333333333,5.866666666666666,1.5166666666666666
G28T22015,https://www.sports-reference.com/cfb/schools/southern-california/2015.html,Southern California,13,Pac-12 (South Division),8,0.6153846153846154,11.53,7.39,20.6,32.6,63.0,251.1,1.8,400.4,5.7,22.1,5.1,1.6,34.89230769230769,25.907692307692308,22.415384615384617,33.10769230769231,0.6770446096654275,273.44615384615383,2.184615384615385,37.95384615384615,176.1384615384615,4.640859343331982,-2.9538461538461545,71.44615384615385,449.58461538461535,6.292635658914728,22.46153846153846,7.5076923076923086,0.8923076923076922
G29T12015,https://www.sports-reference.com/cfb/schools/alabama/2015.html,Alabama,14,SEC (West Division),13,0.9285714285714286,23.72,7.46,16.7,33.0,50.5,200.5,1.1,276.3,4.3,14.9,6.0,1.8,34.392857142857146,13.321428571428571,20.392857142857142,30.035714285714285,0.6789536266349584,219.39285714285714,1.4642857142857142,44.07142857142857,204.32142857142858,4.63614262560778,-7.5,72.60714285714286,423.82142857142856,5.837186424003934,22.285714285714285,6.178571428571429,1.1785714285714286
G29T22015,https://www.sports-reference.com/cfb/schools/michigan-state/2015.html,Michigan State,13,Big Ten (East Division),12,0.9230769230769231,15.36,6.58,19.3,31.9,60.5,233.9,1.4,349.9,5.5,17.8,5.6,2.0,32.09230769230769,20.446153846153848,17.276923076923076,30.815384615384612,0.5606590114827759,236.06153846153845,2.046153846153846,39.43076923076923,160.8153846153846,4.078423722200546,-0.39999999999999997,71.24615384615385,396.8769230769231,5.5705031310732025,21.815384615384612,5.353846153846154,0.9230769230769231
G30T12015,https://www.sports-reference.com/cfb/schools/clemson/2015.html,Clemson,14,ACC (Atlantic Division),14,1.0,18.88,5.21,14.1,29.1,48.5,187.7,1.3,313.4,4.9,15.0,5.9,1.7,38.392857142857146,20.035714285714285,23.25,34.357142857142854,0.6767151767151768,283.82142857142856,2.1785714285714284,45.17857142857143,228.25,5.052173913043478,-7.892857142857143,80.17857142857143,511.9642857142857,6.385300668151448,25.857142857142858,5.714285714285714,1.8571428571428572
G30T22015,https://www.sports-reference.com/cfb/schools/oklahoma/2015.html,Oklahoma,12,Big 12,11,0.9166666666666666,17.84,4.38,17.7,33.6,52.6,202.8,1.5,364.5,4.8,20.4,5.9,2.1,45.708333333333336,20.75,22.208333333333332,33.03333333333333,0.672300706357215,307.96666666666664,3.058333333333333,44.300000000000004,235.02499999999998,5.30530474040632,-2.875,78.05833333333334,542.8833333333333,6.954841464716558,27.466666666666665,6.300000000000001,1.3499999999999999
G31T12015,https://www.sports-reference.com/cfb/schools/houston/2015.html,Houston,13,American (West Division),12,0.9230769230769231,12.32,-3.04,19.9,35.7,55.6,274.7,1.3,383.6,5.5,18.1,6.9,2.5,40.58461538461539,20.446153846153848,19.707692307692305,29.738461538461536,0.6627004655975168,247.32307692307694,1.5692307692307694,47.93846153846153,240.0923076923077,5.00834403080873,-10.830769230769231,77.03076923076922,487.41538461538465,6.327541441981228,23.446153846153848,6.261538461538461,1.0
G31T22015,https://www.sports-reference.com/cfb/schools/florida-state/2015.html,Florida State,12,ACC (Atlantic Division),10,0.8333333333333334,13.59,1.97,19.4,34.1,56.9,191.6,1.1,336.9,4.7,18.9,5.7,1.2,32.34166666666666,15.791666666666666,20.075000000000003,30.883333333333336,0.6500269832703724,244.03333333333333,1.6749999999999998,31.425,180.88333333333333,5.756032882524529,0.9416666666666668,64.39166666666667,424.9166666666667,6.598938786074803,20.900000000000002,6.866666666666666,0.8833333333333333
G32T12015,https://www.sports-reference.com/cfb/schools/michigan/2015.html,Michigan,12,Big Ten (East Division),9,0.75,16.34,4.57,13.9,29.3,47.5,158.3,0.6,280.7,4.5,16.7,5.7,0.9,30.599999999999998,17.183333333333334,19.783333333333335,31.974999999999998,0.6187125358352881,234.34166666666667,1.4833333333333334,38.36666666666667,152.63333333333333,3.9782797567332753,-16.474999999999998,69.09166666666667,386.97499999999997,5.600892534073091,19.766666666666666,6.925000000000001,1.3
G32T22015,https://www.sports-reference.com/cfb/schools/florida/2015.html,Florida,13,SEC (East Division),10,0.7692307692307693,9.65,4.94,16.4,30.3,54.2,181.6,1.2,310.2,4.7,16.9,5.0,1.8,24.446153846153848,16.553846153846152,16.784615384615385,29.199999999999996,0.5748155953635407,210.8923076923077,1.4307692307692306,37.276923076923076,128.76923076923077,3.454395377631036,-7.56923076923077,66.32307692307691,339.66153846153844,5.1213175597309215,16.907692307692308,6.461538461538462,1.1384615384615384
G33T12015,https://www.sports-reference.com/cfb/schools/mississippi/2015.html,Mississippi,12,SEC (West Division),9,0.75,14.42,4.42,24.5,41.0,59.8,258.8,1.8,385.8,4.9,21.3,6.7,1.7,40.199999999999996,22.816666666666666,24.708333333333332,37.81666666666667,0.6533715293080652,333.67499999999995,2.591666666666667,35.65,181.10833333333332,5.0801776531089295,-14.866666666666667,73.3,514.7833333333333,7.022964984083674,26.049999999999997,6.191666666666666,1.866666666666667
G33T22015,https://www.sports-reference.com/cfb/schools/oklahoma-state/2015.html,Oklahoma State,12,Big 12,10,0.8333333333333334,8.49,1.57,19.3,33.3,58.0,252.2,1.5,439.1,5.7,22.2,7.7,2.2,41.125,29.041666666666668,24.833333333333332,39.36666666666667,0.6308213378492802,357.38333333333327,2.9250000000000003,34.6,131.79166666666666,3.809007707129094,-3.2999999999999994,75.21666666666667,489.06666666666666,6.502105029913583,23.791666666666668,5.591666666666668,1.2166666666666666
G34T12015,https://www.sports-reference.com/cfb/schools/ohio-state/2015.html,Ohio State,12,Big Ten (East Division),11,0.9166666666666666,20.73,3.81,15.9,31.6,50.4,184.5,1.1,311.3,4.5,16.6,5.3,1.6,35.00833333333333,14.024999999999999,15.316666666666665,24.391666666666666,0.6279467031089853,186.95000000000002,1.5416666666666667,44.75833333333333,241.99166666666667,5.406628188419289,-20.5,67.23333333333333,428.94166666666666,6.37989588497769,21.041666666666668,5.949999999999999,1.4333333333333333
G34T22015,https://www.sports-reference.com/cfb/schools/notre-dame/2015.html,Notre Dame,12,Ind,10,0.8333333333333334,14.33,6.1,15.9,28.8,55.3,197.8,1.4,372.7,5.6,18.6,5.2,1.1,34.71666666666667,22.441666666666666,18.208333333333332,28.791666666666668,0.6324167872648335,256.375,1.8916666666666666,36.916666666666664,215.57500000000002,5.839503386004515,-7.7,66.20833333333333,471.95000000000005,7.128256765261172,22.375,5.383333333333334,1.4583333333333333
G35T12015,https://www.sports-reference.com/cfb/schools/stanford/2015.html,Stanford,13,Pac-12 (North Division),11,0.8461538461538461,18.81,5.17,19.4,33.8,57.3,229.0,1.4,368.3,5.6,19.1,5.7,1.0,37.24615384615384,23.10769230769231,15.446153846153845,22.83076923076923,0.6765498652291104,210.93846153846155,2.030769230769231,45.33846153846154,224.95384615384617,4.961655921275875,-13.261538461538462,67.16923076923077,435.89230769230767,6.489464040311498,22.446153846153848,5.261538461538461,0.8923076923076922
G35T22015,https://www.sports-reference.com/cfb/schools/iowa/2015.html,Iowa,13,Big Ten (West Division),12,0.9230769230769231,10.8,1.51,18.9,35.2,53.8,219.6,1.1,341.0,5.0,19.3,6.4,1.9,32.04615384615384,18.507692307692306,15.83076923076923,25.89230769230769,0.6114081996434938,201.73846153846154,1.1384615384615384,41.184615384615384,191.98461538461535,4.661561449383638,-1.0,66.58461538461539,393.723076923077,5.913123844731978,20.476923076923075,5.061538461538461,1.0307692307692309
G36T12015,https://www.sports-reference.com/cfb/schools/tennessee/2015.html,Tennessee,12,SEC (East Division),8,0.6666666666666666,13.94,3.1,16.9,33.4,50.7,210.4,1.3,363.0,5.2,18.1,6.5,1.5,34.38333333333333,21.166666666666668,16.974999999999998,28.375,0.598237885462555,198.98333333333332,1.4083333333333334,48.958333333333336,223.50833333333333,4.56527659574468,-16.125,75.41666666666667,422.49166666666673,5.602099447513813,22.375,4.858333333333333,0.8666666666666667
G36T22015,https://www.sports-reference.com/cfb/schools/northwestern/2015.html,Northwestern,12,Big Ten (West Division),10,0.8333333333333334,7.3,4.23,18.8,34.8,54.0,192.8,0.4,318.9,4.5,17.3,4.6,1.6,20.625,16.400000000000002,13.350000000000001,26.608333333333334,0.5017225180081428,139.29166666666666,0.65,47.300000000000004,193.20833333333334,4.084742776603242,-9.700000000000001,73.46666666666667,332.60833333333335,4.52733666061706,17.783333333333335,4.625,1.2916666666666667
G37T12015,https://www.sports-reference.com/cfb/schools/arkansas/2015.html,Arkansas,12,SEC (West Division),7,0.5833333333333334,12.79,6.02,21.5,33.5,64.2,275.2,1.4,391.6,6.1,20.1,4.4,1.3,35.141666666666666,27.766666666666666,18.808333333333334,29.033333333333335,0.6478185993111366,264.3,2.5166666666666666,40.40833333333333,193.65833333333333,4.792534543204785,-18.566666666666666,68.10833333333333,457.9583333333333,6.723969166768628,22.849999999999998,4.383333333333334,0.7833333333333333
G37T22015,https://www.sports-reference.com/cfb/schools/kansas-state/2015.html,Kansas State,12,Big 12,6,0.5,1.82,2.06,22.3,34.7,64.3,285.5,1.9,452.2,6.2,22.5,5.8,1.2,30.474999999999998,30.375,12.541666666666666,26.625,0.4710485133020344,177.08333333333334,1.1083333333333334,42.11666666666667,163.5,3.882073605065295,-4.2,68.99166666666666,340.5833333333333,4.936586544268632,18.958333333333332,5.191666666666666,1.5416666666666667
G38T12015,https://www.sports-reference.com/cfb/schools/georgia/2015.html,Georgia,12,SEC (East Division),9,0.75,8.98,1.83,13.7,26.5,51.7,156.5,0.8,305.5,4.8,14.5,4.8,1.7,26.49166666666667,16.891666666666666,15.575000000000001,25.38333333333333,0.6135915955351282,187.10833333333332,1.0250000000000001,38.38333333333333,192.43333333333337,5.013460703430309,-11.991666666666667,62.26666666666666,379.5416666666667,6.095422912205569,18.625,5.216666666666668,1.4083333333333334
G38T22015,https://www.sports-reference.com/cfb/schools/penn-state/2015.html,Penn State,12,Big Ten (East Division),7,0.5833333333333334,6.46,4.77,16.5,28.6,57.5,173.5,1.1,324.5,4.8,18.0,7.0,1.7,23.716666666666665,21.61666666666667,16.041666666666668,30.191666666666666,0.5313276290367099,208.95833333333334,1.4583333333333333,31.816666666666666,135.05833333333334,4.244892613933997,-8.700000000000001,62.84166666666667,344.01666666666665,5.474340273173318,16.541666666666668,5.133333333333334,1.4333333333333333
G39T12015,https://www.sports-reference.com/cfb/schools/texas-christian/2015.html,Texas Christian,12,Big 12,10,0.8333333333333334,11.39,1.39,16.8,33.9,49.7,215.5,1.3,398.4,5.2,21.0,5.7,1.5,41.69166666666667,26.049999999999997,24.583333333333332,39.09166666666667,0.6288637817096567,345.43333333333334,3.0833333333333335,42.88333333333333,218.95833333333334,5.105907500971629,-12.333333333333334,81.97500000000001,564.2833333333333,6.883602724407847,27.541666666666668,7.133333333333334,1.5416666666666667
G39T22015,https://www.sports-reference.com/cfb/schools/oregon/2015.html,Oregon,12,Pac-12 (North Division),9,0.75,11.05,4.74,26.8,42.7,62.7,306.5,2.3,485.3,6.0,25.2,7.2,1.7,43.166666666666664,36.708333333333336,18.05,28.283333333333335,0.6381850324101355,260.40833333333336,2.625,48.541666666666664,287.94166666666666,5.931845493562232,-12.683333333333332,75.85000000000001,548.35,7.229400131839156,26.091666666666665,7.058333333333334,1.3250000000000002
G40T12015,https://www.sports-reference.com/cfb/schools/west-virginia/2015.html,West Virginia,12,Big 12,7,0.5833333333333334,7.59,2.21,17.7,34.3,51.6,237.7,1.8,396.5,5.3,19.8,6.3,2.4,33.25,23.150000000000002,16.95,31.5,0.5380952380952381,228.125,1.75,47.64166666666666,235.21666666666667,4.93720482770684,-9.941666666666666,80.64166666666667,463.34166666666664,5.74568564637801,24.666666666666668,6.841666666666668,1.6749999999999998
G40T22015,https://www.sports-reference.com/cfb/schools/arizona-state/2015.html,Arizona State,12,Pac-12 (South Division),6,0.5,4.91,4.45,22.6,39.7,57.0,337.8,2.6,463.9,6.2,20.8,5.8,1.6,33.983333333333334,32.708333333333336,24.125,40.083333333333336,0.6018711018711018,288.5416666666667,2.158333333333333,40.40833333333333,185.20000000000002,4.583213033615179,-6.875,82.15833333333332,473.84999999999997,5.76752206106096,23.541666666666668,4.483333333333333,1.625
G41T12015,https://www.sports-reference.com/cfb/schools/alabama/2015.html,Alabama,14,SEC (West Division),13,0.9285714285714286,23.72,7.46,16.7,33.0,50.5,200.5,1.1,276.3,4.3,14.9,6.0,1.8,34.392857142857146,13.321428571428571,20.392857142857142,30.035714285714285,0.6789536266349584,219.39285714285714,1.4642857142857142,44.07142857142857,204.32142857142858,4.63614262560778,-7.5,72.60714285714286,423.82142857142856,5.837186424003934,22.285714285714285,6.178571428571429,1.1785714285714286
G41T22015,https://www.sports-reference.com/cfb/schools/clemson/2015.html,Clemson,14,ACC (Atlantic Division),14,1.0,18.88,5.21,14.1,29.1,48.5,187.7,1.3,313.4,4.9,15.0,5.9,1.7,38.392857142857146,20.035714285714285,23.25,34.357142857142854,0.6767151767151768,283.82142857142856,2.1785714285714284,45.17857142857143,228.25,5.052173913043478,-7.892857142857143,80.17857142857143,511.9642857142857,6.385300668151448,25.857142857142858,5.714285714285714,1.8571428571428572
G1T12014,https://www.sports-reference.com/cfb/schools/air-force/2014.html,Air Force,12,MWC (Mountain Division),9,0.75,2.2,-4.88,18.4,33.4,55.1,258.4,1.5,395.3,5.7,19.2,4.5,1.4,30.958333333333332,24.216666666666665,9.333333333333334,16.283333333333335,0.5731832139201637,151.31666666666666,1.3,65.46666666666667,272.19166666666666,4.157713849287169,-20.849999999999998,77.35833333333333,423.50833333333327,5.47463104599806,22.275000000000002,3.5416666666666665,1.3250000000000002
G1T22014,https://www.sports-reference.com/cfb/schools/western-michigan/2014.html,Western Michigan,12,MAC (West Division),8,0.6666666666666666,-1.79,-7.79,17.0,31.6,53.8,216.2,1.4,369.7,5.5,18.9,5.5,1.7,34.61666666666667,23.808333333333334,19.541666666666668,27.816666666666666,0.7025164769322948,264.825,1.9166666666666667,38.75833333333333,178.45000000000002,4.60417114599011,-4.2,67.575,443.38333333333327,6.56135158465902,21.00833333333333,4.991666666666666,1.5416666666666667
G2T12014,https://www.sports-reference.com/cfb/schools/bowling-green-state/2014.html,Bowling Green State,13,MAC (East Division),7,0.5384615384615384,-6.66,-5.87,25.2,42.0,60.0,291.4,1.8,493.6,6.0,26.1,6.6,2.4,29.76923076923077,33.92307692307692,22.33846153846154,38.95384615384615,0.5734597156398106,251.50769230769225,1.1384615384615384,39.60000000000001,176.23076923076923,4.450271950271949,-7.815384615384615,77.93846153846154,427.7384615384615,5.4881563363600465,22.06153846153846,7.892307692307693,1.6461538461538463
G2T22014,https://www.sports-reference.com/cfb/schools/south-alabama/2014.html,South Alabama,12,Sun Belt,6,0.5,-7.63,-5.16,16.6,29.7,56.0,212.8,1.5,398.9,5.6,20.6,6.1,1.6,22.041666666666668,25.849999999999998,16.533333333333335,31.25833333333333,0.5289256198347109,190.16666666666666,1.3250000000000002,41.65833333333333,182.58333333333334,4.382876575315064,-10.033333333333333,72.83333333333333,372.75,5.117848970251717,20.724999999999998,6.300000000000001,2.0500000000000003
G3T12014,https://www.sports-reference.com/cfb/schools/louisiana-lafayette/2014.html,Louisiana,12,Sun Belt,8,0.6666666666666666,-1.57,-5.57,22.2,34.1,65.0,263.6,1.5,405.8,5.9,19.5,4.6,1.3,30.625,27.916666666666668,17.658333333333335,28.291666666666668,0.6241531664212077,188.54166666666666,1.2166666666666666,43.13333333333333,229.39166666666668,5.318199381761978,-12.733333333333334,70.31666666666666,417.93333333333334,5.943588528087225,21.450000000000003,5.333333333333333,1.1083333333333334
G3T22014,https://www.sports-reference.com/cfb/schools/nevada/2014.html,Nevada,12,MWC (West Division),7,0.5833333333333334,-0.38,-2.14,25.4,38.5,65.9,267.5,2.0,447.1,5.9,24.3,4.6,2.1,31.38333333333333,28.13333333333333,18.766666666666666,31.38333333333333,0.5979819437068509,197.88333333333333,1.5166666666666666,44.275000000000006,215.20833333333334,4.860718991153774,-5.141666666666667,75.74166666666666,412.98333333333335,5.452525030256354,21.775000000000002,5.983333333333333,1.2166666666666666
G4T12014,https://www.sports-reference.com/cfb/schools/utah/2014.html,Utah,12,Pac-12 (South Division),8,0.6666666666666666,9.84,5.14,20.5,34.6,59.3,246.6,1.8,393.5,5.3,20.8,5.8,1.6,30.158333333333335,26.141666666666666,17.483333333333334,29.108333333333334,0.600629831090753,198.42499999999998,1.5416666666666667,44.708333333333336,176.35000000000002,3.9444547996272137,-28.183333333333334,72.125,374.77500000000003,5.196187175043328,18.708333333333332,5.808333333333334,1.2166666666666666
G4T22014,https://www.sports-reference.com/cfb/schools/colorado-state/2014.html,Colorado State,12,MWC (Mountain Division),10,0.8333333333333334,5.47,-2.84,18.3,33.3,55.0,224.2,1.1,424.5,5.7,22.5,4.6,1.5,35.891666666666666,23.441666666666666,22.083333333333332,34.35,0.6428918000970402,326.23333333333335,2.733333333333334,33.375,171.57500000000002,5.140823970037454,0.9500000000000002,68.95,497.80833333333334,7.2198452985255015,23.833333333333332,5.375,1.241666666666667
