,Link,Team,g,Conference,total_wins,win_percentage,srs,sos,opp_pass_cmp,opp_pass_att,opp_pass_cmp_pct,opp_pass_yds,opp_pass_td,opp_tot_yds,opp_tot_yds_per_play,opp_first_down,opp_penalty,opp_turnovers,ppg,oppg,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,rush_att,rush_yds,rush_yds_per_att,rush_td,tot_plays,tot_yds,tot_yds_per_play,first_down,penalty,turnovers
G1T12017,https://www.sports-reference.com/cfb/schools/boise-state/2017.html,Boise State,13,MWC (Mountain Division),10,0.7692307692307693,8.67,-0.48,20.0,33.6,59.6,212.4,1.2,332.6,4.8,17.9,4.4,1.9,32.07692307692308,22.507692307692306,19.87692307692308,31.261538461538464,0.6358267716535434,254.41538461538465,1.8923076923076922,37.50769230769231,146.24615384615387,3.899097621000821,-6.676923076923076,68.35384615384616,400.66153846153844,5.861580013504388,20.56923076923077,6.046153846153847,0.7384615384615384
G1T22017,https://www.sports-reference.com/cfb/schools/oregon/2017.html,Oregon,12,Pac-12 (North Division),7,0.5833333333333334,4.66,1.89,19.7,35.8,55.1,240.6,1.9,369.2,5.1,20.7,5.3,1.9,36.666666666666664,28.25,14.733333333333333,22.891666666666666,0.6436112122315253,186.30833333333337,1.3499999999999999,49.324999999999996,268.0,5.4333502280790675,-0.558333333333333,72.88333333333334,454.30833333333334,6.233363823462153,22.558333333333334,9.241666666666667,1.7249999999999999
G2T12017,https://www.sports-reference.com/cfb/schools/georgia-state/2017.html,Georgia State,11,Sun Belt,6,0.5454545454545454,-10.66,-9.25,21.3,33.8,63.1,251.4,1.9,387.8,5.8,18.5,5.9,1.4,19.69090909090909,25.50909090909091,22.290909090909096,34.98181818181818,0.6372141372141374,270.2181818181818,1.3272727272727274,37.054545454545455,115.5090909090909,3.1172718351324824,-11.909090909090908,70.78181818181817,385.72727272727275,5.449524788081173,19.799999999999997,5.3090909090909095,1.8727272727272728
G2T22017,https://www.sports-reference.com/cfb/schools/western-kentucky/2017.html,Western Kentucky,12,CUSA (East Division),6,0.5,-10.99,-9.61,17.5,29.8,58.5,206.8,0.8,377.2,5.5,19.2,5.8,1.2,26.208333333333332,26.783333333333335,29.575000000000003,44.76666666666666,0.6606478034251677,333.6666666666667,2.1083333333333334,29.275000000000002,66.03333333333333,2.2556219755194986,1.4666666666666668,75.625,399.70000000000005,5.2852892561983476,23.066666666666666,5.341666666666668,1.7000000000000002
G3T12017,https://www.sports-reference.com/cfb/schools/marshall/2017.html,Marshall,12,CUSA (East Division),7,0.5833333333333334,-1.13,-6.44,18.5,33.2,55.6,220.5,1.4,341.7,5.0,19.2,5.5,1.2,26.341666666666665,19.224999999999998,20.791666666666668,34.275,0.6066131777291516,237.73333333333332,1.8916666666666666,35.03333333333333,132.29166666666666,3.77616555661275,-18.724999999999998,69.22500000000001,370.13333333333327,5.346815938365233,20.599999999999998,6.125,1.7833333333333334
G3T22017,https://www.sports-reference.com/cfb/schools/colorado-state/2017.html,Colorado State,12,MWC (Mountain Division),7,0.5833333333333334,-0.87,-4.95,18.2,32.2,56.7,244.9,1.6,433.5,6.3,21.4,5.6,1.4,33.85,27.533333333333335,21.533333333333335,33.90833333333333,0.6350454657163923,290.31666666666666,2.216666666666667,38.78333333333333,211.48333333333332,5.452943704340353,-3.6666666666666665,74.55,501.79999999999995,6.731052984574111,25.458333333333332,6.466666666666668,1.3
G4T12017,https://www.sports-reference.com/cfb/schools/middle-tennessee-state/2017.html,Middle Tennessee State,12,CUSA (East Division),6,0.5,-6.48,-6.86,20.7,33.5,61.8,223.2,1.4,361.1,5.0,19.6,5.7,0.8,24.708333333333332,24.25833333333333,21.924999999999997,36.516666666666666,0.6004107713372888,252.69166666666663,1.7833333333333334,32.61666666666667,145.45833333333334,4.459632089933572,-8.700000000000001,69.63333333333334,398.0416666666667,5.716251795117281,21.549999999999997,6.208333333333333,1.7000000000000002
G4T22017,https://www.sports-reference.com/cfb/schools/arkansas-state/2017.html,Arkansas State,11,Sun Belt,7,0.6363636363636364,-2.42,-9.92,17.0,33.1,51.4,241.4,1.5,377.5,5.3,19.3,6.9,2.0,38.50909090909091,24.963636363636365,25.890909090909087,41.2,0.6284201235657545,340.76363636363635,3.2181818181818187,36.72727272727273,157.23636363636365,4.281188118811881,-7.927272727272728,79.65454545454544,497.890909090909,6.250627710568364,26.50909090909091,7.872727272727272,2.0181818181818185
G5T12017,https://www.sports-reference.com/cfb/schools/troy/2017.html,Troy,12,Sun Belt,10,0.8333333333333334,3.58,-8.03,20.2,33.6,60.0,231.3,1.5,338.5,4.8,19.0,6.3,2.0,29.958333333333332,17.541666666666668,22.375,35.766666666666666,0.6255824790307549,266.65000000000003,1.2916666666666667,31.541666666666668,150.36666666666667,4.767239101717305,-8.341666666666667,66.61666666666666,417.125,6.261571178383789,20.24166666666667,6.916666666666667,1.4583333333333333
G5T22017,https://www.sports-reference.com/cfb/schools/north-texas/2017.html,North Texas,13,CUSA (West Division),9,0.6923076923076923,-3.6,-4.1,16.6,30.1,55.2,228.9,1.7,431.4,6.0,20.6,5.7,1.1,35.92307692307692,33.84615384615385,22.89230769230769,35.8,0.639449935539321,291.0461538461538,2.2461538461538457,35.47692307692307,177.44615384615383,5.001734605377277,2.769230769230769,73.50769230769232,468.49230769230775,6.373377982419422,24.553846153846152,4.738461538461539,1.6615384615384614
G6T12017,https://www.sports-reference.com/cfb/schools/florida-atlantic/2017.html,Florida Atlantic,13,CUSA (East Division),10,0.7692307692307693,8.01,-4.78,19.7,35.3,55.9,230.7,1.3,389.6,5.2,21.9,5.0,1.9,39.87692307692308,24.215384615384615,16.52307692307692,25.784615384615385,0.6408114558472553,208.72307692307692,1.4615384615384615,49.15384615384615,283.0307692307693,5.758059467918624,-20.015384615384615,72.32307692307693,491.75384615384615,6.799404382046373,23.93846153846154,5.892307692307693,0.9692307692307692
G6T22017,https://www.sports-reference.com/cfb/schools/akron/2017.html,Akron,13,MAC (East Division),7,0.5384615384615384,-4.82,-1.96,20.4,32.9,62.0,237.4,1.7,443.3,6.0,23.4,6.4,1.9,23.56923076923077,26.307692307692307,17.861538461538462,32.738461538461536,0.5455827067669173,220.87692307692308,1.830769230769231,33.707692307692305,108.52307692307691,3.2195344591510726,-4.230769230769231,65.21538461538462,329.50769230769225,5.052606746874261,18.89230769230769,6.476923076923077,1.2923076923076924
G7T12017,https://www.sports-reference.com/cfb/schools/louisiana-tech/2017.html,Louisiana Tech,12,CUSA (West Division),6,0.5,-2.44,-5.97,18.3,31.3,58.5,210.1,1.3,387.5,5.6,21.2,5.3,2.2,28.791666666666668,26.683333333333334,18.058333333333334,32.74166666666667,0.5515398320183252,231.70833333333334,1.1583333333333334,39.025,175.125,4.48750800768738,-9.908333333333333,70.85000000000001,406.8333333333333,5.74217831098565,21.900000000000002,4.675,1.3
G7T22017,https://www.sports-reference.com/cfb/schools/southern-methodist/2017.html,Southern Methodist,12,American (West Division),7,0.5833333333333334,0.71,-0.76,19.0,30.3,62.7,269.0,2.0,476.7,6.6,23.4,7.2,1.8,40.11666666666667,35.50833333333333,22.033333333333335,37.791666666666664,0.583020948180816,308.02500000000003,2.841666666666667,37.68333333333333,185.85000000000002,4.931888544891642,-11.75,74.78333333333333,493.875,6.60407844885224,24.333333333333332,6.516666666666667,1.125
G8T12017,https://www.sports-reference.com/cfb/schools/temple/2017.html,Temple,12,American (East Division),6,0.5,-0.81,-1.57,17.0,29.8,57.1,206.8,1.6,381.8,5.4,20.5,7.1,1.4,24.858333333333334,27.700000000000003,20.38333333333333,35.36666666666667,0.5763430725730442,251.61666666666667,1.6500000000000001,36.125,136.01666666666668,3.765167243367936,-10.450000000000001,70.40833333333333,387.63333333333327,5.505503609894661,20.325000000000003,7.616666666666666,1.758333333333333
G8T22017,https://www.sports-reference.com/cfb/schools/florida-international/2017.html,Florida International,12,CUSA (East Division),8,0.6666666666666666,-6.75,-6.36,21.0,32.2,65.3,243.6,1.8,415.6,6.0,22.5,5.4,1.4,27.483333333333334,28.541666666666668,19.599999999999998,30.208333333333332,0.6488275862068965,238.54999999999998,1.625,38.333333333333336,165.13333333333333,4.3078260869565215,-5.708333333333333,68.04166666666667,403.57500000000005,5.931292100428659,20.75833333333333,6.541666666666667,1.4833333333333334
G9T12017,https://www.sports-reference.com/cfb/schools/ohio/2017.html,Ohio,12,MAC (East Division),8,0.6666666666666666,1.99,-6.78,21.5,38.2,56.5,261.2,1.9,371.7,5.3,18.2,7.7,1.3,38.94166666666667,25.716666666666665,13.674999999999999,24.924999999999997,0.5486459378134403,186.70833333333334,1.4583333333333333,44.208333333333336,243.69166666666663,5.5123468426013185,-17.066666666666666,68.3,430.40000000000003,6.301610541727673,22.049999999999997,5.0249999999999995,1.7333333333333334
G9T22017,https://www.sports-reference.com/cfb/schools/alabama-birmingham/2017.html,Alabama-Birmingham,12,CUSA (West Division),8,0.6666666666666666,-8.08,-10.62,15.5,29.8,52.1,189.7,1.4,366.2,5.4,19.5,6.9,1.5,29.61666666666667,24.316666666666666,15.225000000000001,24.74166666666667,0.6153587066352306,174.375,1.3,40.34166666666667,190.21666666666667,4.715141499690146,-5.9750000000000005,66.75,364.70000000000005,5.463670411985019,19.241666666666667,5.616666666666666,1.3
G10T12017,https://www.sports-reference.com/cfb/schools/wyoming/2017.html,Wyoming,12,MWC (Mountain Division),7,0.5833333333333334,0.04,-4.65,14.5,25.7,56.6,174.9,0.8,335.2,4.7,18.8,4.9,2.9,22.375,17.791666666666668,15.333333333333334,27.450000000000003,0.5585913782635094,179.13333333333333,1.2666666666666666,35.574999999999996,107.78333333333332,3.029749355821035,-9.0,61.10833333333334,286.9166666666667,4.695213418791763,15.216666666666667,4.133333333333334,1.1916666666666667
G10T22017,https://www.sports-reference.com/cfb/schools/central-michigan/2017.html,Central Michigan,12,MAC (West Division),8,0.6666666666666666,-5.03,-4.8,16.9,30.9,54.7,185.5,1.2,370.8,5.0,19.2,6.9,2.4,29.708333333333332,26.708333333333332,19.716666666666665,35.525,0.555008210180624,248.17499999999998,2.191666666666667,33.9,144.75,4.269911504424779,0.125,70.75833333333334,392.92499999999995,5.553056177128723,18.325,6.3500000000000005,1.9333333333333333
G11T12017,https://www.sports-reference.com/cfb/schools/appalachian-state/2017.html,Appalachian State,12,Sun Belt,8,0.6666666666666666,0.59,-7.72,16.8,29.2,57.6,205.1,1.1,342.7,5.3,17.1,7.2,2.0,33.458333333333336,21.88333333333333,17.208333333333332,28.266666666666666,0.6087853773584906,223.29999999999998,2.3833333333333333,42.78333333333333,214.98333333333332,5.0249318270354495,-24.974999999999998,68.05,438.28333333333336,6.440607396522165,20.724999999999998,7.25,1.1916666666666667
G11T22017,https://www.sports-reference.com/cfb/schools/toledo/2017.html,Toledo,13,MAC (West Division),11,0.8461538461538461,3.82,-5.04,16.5,31.4,52.5,207.1,1.4,385.0,5.6,20.3,5.4,1.4,39.199999999999996,25.6,19.33846153846154,30.292307692307695,0.638395124428644,291.89230769230767,2.1538461538461537,40.52307692307693,219.29230769230767,5.411541381928624,0.7846153846153843,71.43076923076924,511.1846153846154,7.15636441955632,24.153846153846153,7.799999999999999,1.1999999999999997
G12T12017,https://www.sports-reference.com/cfb/schools/army/2017.html,Army,12,Ind,9,0.75,3.69,-3.0,14.6,23.4,62.5,176.8,1.1,350.6,6.3,18.2,4.8,1.2,29.75833333333333,20.916666666666668,1.5416666666666667,5.083333333333333,0.3032786885245902,29.61666666666667,0.21666666666666667,65.1,355.82500000000005,5.465821812596007,-32.550000000000004,63.26666666666667,385.44166666666666,6.092334035827186,19.950000000000003,4.216666666666667,0.7833333333333333
G12T22017,https://www.sports-reference.com/cfb/schools/san-diego-state/2017.html,San Diego State,12,MWC (West Division),10,0.8333333333333334,5.05,-3.87,14.7,25.6,57.4,178.7,1.1,314.5,5.1,15.3,4.7,1.5,30.450000000000003,18.38333333333333,11.958333333333334,20.183333333333334,0.592485549132948,157.92499999999998,1.0833333333333333,47.050000000000004,252.72500000000002,5.371413390010627,-18.541666666666668,66.20833333333333,410.65000000000003,6.202391441157962,20.316666666666666,6.208333333333333,0.9166666666666666
G13T12017,https://www.sports-reference.com/cfb/schools/south-florida/2017.html,South Florida,11,American (East Division),9,0.8181818181818182,7.27,-5.56,19.2,36.3,52.9,232.8,1.4,359.8,4.8,19.9,7.9,2.0,38.21818181818182,22.545454545454547,16.236363636363638,30.290909090909096,0.5360144057623049,243.25454545454548,1.9272727272727275,54.5090909090909,265.38181818181823,4.8685790527018025,-20.0,83.52727272727273,508.6363636363636,6.089464518937745,25.69090909090909,9.236363636363636,1.1272727272727272
G13T22017,https://www.sports-reference.com/cfb/schools/texas-tech/2017.html,Texas Tech,12,Big 12,6,0.5,3.01,4.01,24.7,39.2,62.9,282.2,2.5,443.8,5.8,24.3,5.8,2.2,34.324999999999996,31.71666666666667,26.799999999999997,40.150000000000006,0.6674968866749686,326.84166666666664,2.6750000000000003,33.324999999999996,141.55833333333334,4.247811952988248,-9.458333333333334,75.47500000000001,468.40000000000003,6.206028486253726,24.375,7.833333333333333,1.3499999999999999
G14T12017,https://www.sports-reference.com/cfb/schools/fresno-state/2017.html,Fresno State,13,MWC (West Division),9,0.6923076923076923,4.47,-1.68,19.6,32.9,59.7,207.1,1.0,320.6,4.9,17.1,5.1,1.5,26.646153846153847,17.199999999999996,18.030769230769234,29.83076923076923,0.6044352759154205,229.8923076923077,1.5076923076923074,35.646153846153844,157.92307692307693,4.43029779887786,-8.353846153846153,66.24615384615385,387.8153846153846,5.854156990246167,18.784615384615385,5.1692307692307695,0.8153846153846154
G14T22017,https://www.sports-reference.com/cfb/schools/houston/2017.html,Houston,11,American (West Division),7,0.6363636363636364,2.63,-0.7,24.6,39.4,62.4,274.3,0.8,422.2,5.4,22.8,6.6,1.8,28.30909090909091,22.963636363636365,23.436363636363634,33.50909090909091,0.6994031470428649,260.6,1.3272727272727274,36.67272727272728,175.41818181818184,4.783341596430342,-4.254545454545454,71.25454545454546,436.12727272727267,6.120694054605765,21.363636363636363,6.0,1.8909090909090907
G15T12017,https://www.sports-reference.com/cfb/schools/duke/2017.html,Duke,12,ACC (Coastal Division),6,0.5,7.23,3.23,12.8,25.3,50.8,179.4,1.2,332.6,5.2,16.3,5.7,1.5,25.708333333333332,20.716666666666665,19.958333333333332,35.775,0.5578849289541113,210.18333333333337,1.1333333333333333,42.275000000000006,167.93333333333337,3.9724029174058746,-15.908333333333333,77.05,378.11666666666673,4.907419424616052,22.666666666666668,5.033333333333333,1.5416666666666667
G15T22017,https://www.sports-reference.com/cfb/schools/northern-illinois/2017.html,Northern Illinois,12,MAC (West Division),8,0.6666666666666666,0.91,-4.32,18.6,32.8,56.7,218.5,1.2,338.5,4.6,17.0,6.0,1.7,30.141666666666666,20.833333333333332,18.033333333333335,31.466666666666665,0.5730932203389831,197.05833333333337,1.9749999999999999,43.708333333333336,189.36666666666667,4.332507149666349,-3.9,74.98333333333333,386.53333333333336,5.15492331629251,20.908333333333335,6.466666666666668,1.9500000000000002
G16T12017,https://www.sports-reference.com/cfb/schools/kansas-state/2017.html,Kansas State,12,Big 12,7,0.5833333333333334,5.84,1.07,25.2,40.5,62.2,309.1,1.8,426.8,5.8,21.0,5.7,1.8,32.074999999999996,25.88333333333333,12.166666666666666,21.11666666666667,0.5761641673243881,181.70000000000002,1.2166666666666666,41.80833333333333,186.70000000000002,4.465616902531394,-26.28333333333333,60.25833333333333,368.2916666666667,6.111879408103997,16.883333333333333,5.466666666666668,1.0
G16T22017,https://www.sports-reference.com/cfb/schools/ucla/2017.html,UCLA,12,Pac-12 (South Division),6,0.5,0.64,4.41,15.6,27.3,57.2,196.3,1.5,483.7,6.3,24.6,7.5,1.0,33.791666666666664,36.733333333333334,26.416666666666668,41.800000000000004,0.6319776714513556,348.625,2.433333333333333,29.88333333333333,117.75,3.940323480200781,-4.125,72.54166666666667,466.375,6.429063756461803,24.291666666666668,8.216666666666667,1.758333333333333
G17T12017,https://www.sports-reference.com/cfb/schools/utah/2017.html,Utah,12,Pac-12 (South Division),6,0.5,5.07,1.22,18.9,33.9,55.8,207.1,1.3,338.8,5.1,17.6,5.3,2.1,29.458333333333332,23.966666666666665,20.775000000000002,33.28333333333333,0.6241862794191287,256.43333333333334,1.5166666666666666,41.625,161.25,3.873873873873874,-14.575000000000001,72.74166666666666,417.68333333333334,5.74200939397411,23.441666666666666,6.949999999999999,2.0
G17T22017,https://www.sports-reference.com/cfb/schools/west-virginia/2017.html,West Virginia,12,Big 12,7,0.5833333333333334,4.84,3.07,18.0,31.2,57.8,241.4,1.8,445.5,6.1,21.5,7.2,1.5,36.208333333333336,31.625,23.650000000000002,37.583333333333336,0.6292682926829268,324.7416666666667,2.9499999999999997,35.958333333333336,160.29999999999998,4.457937427578215,-0.9,74.29166666666667,485.0416666666667,6.52888390353337,24.63333333333333,6.191666666666666,1.8333333333333333
G18T12017,https://www.sports-reference.com/cfb/schools/florida-state/2017.html,Florida State,12,ACC (Atlantic Division),6,0.5,8.07,5.76,18.7,33.8,55.2,195.5,1.2,331.1,4.8,17.4,4.6,1.2,26.61666666666667,21.88333333333333,15.208333333333334,26.291666666666668,0.5784469096671949,192.71666666666667,1.4000000000000001,36.15,150.84166666666667,4.1726602120792995,-16.425,61.21666666666667,343.55833333333334,5.612169888374625,17.416666666666668,6.0,1.7333333333333334
G18T22017,https://www.sports-reference.com/cfb/schools/southern-mississippi/2017.html,Southern Mississippi,12,CUSA (West Division),8,0.6666666666666666,-5.49,-8.18,15.2,29.0,52.5,193.5,1.2,331.9,5.0,17.6,4.9,1.4,30.549999999999997,23.041666666666668,19.224999999999998,34.36666666666667,0.5594083414161009,249.35833333333332,1.866666666666667,39.24166666666667,188.95833333333334,4.815247398598428,-9.291666666666666,73.52499999999999,438.31666666666666,5.961464354527939,21.966666666666665,7.6499999999999995,1.5416666666666667
G19T12017,https://www.sports-reference.com/cfb/schools/iowa/2017.html,Iowa,12,Big Ten (West Division),7,0.5833333333333334,14.66,8.74,19.8,35.3,56.0,212.8,1.5,357.5,5.1,18.8,6.1,2.0,28.299999999999997,19.891666666666666,15.908333333333333,28.325000000000003,0.5616357752280082,197.36666666666667,2.191666666666667,38.833333333333336,142.38333333333333,3.666523605150214,-7.008333333333333,65.15833333333333,339.85833333333335,5.215884384192353,17.766666666666666,5.2749999999999995,1.625
G19T22017,https://www.sports-reference.com/cfb/schools/boston-college/2017.html,Boston College,12,ACC (Atlantic Division),7,0.5833333333333334,9.39,7.08,16.2,31.5,51.3,191.6,0.8,382.8,5.4,18.1,4.7,1.9,26.174999999999997,22.450000000000003,15.133333333333333,28.299999999999997,0.5347467608951708,162.82500000000002,1.2166666666666666,49.208333333333336,224.18333333333337,4.555800169348011,-12.633333333333333,76.28333333333333,387.00833333333327,5.073301289053965,19.141666666666666,3.4000000000000004,1.375
G20T12017,https://www.sports-reference.com/cfb/schools/purdue/2017.html,Purdue,12,Big Ten (West Division),6,0.5,9.74,6.21,19.1,33.6,56.8,242.5,1.6,375.8,5.3,19.2,6.9,1.6,24.13333333333333,19.291666666666668,21.625,36.53333333333333,0.5919251824817519,239.45833333333334,1.9416666666666667,32.85,150.875,4.5928462709284625,-12.275,70.46666666666667,390.44166666666666,5.5407994323557235,21.25833333333333,5.9750000000000005,1.3250000000000002
G20T22017,https://www.sports-reference.com/cfb/schools/arizona/2017.html,Arizona,12,Pac-12 (South Division),7,0.5833333333333334,3.17,-0.98,23.6,37.9,62.3,286.1,1.9,473.8,6.1,24.8,8.2,1.9,41.824999999999996,34.1,13.858333333333333,22.424999999999997,0.6179858788554441,170.04999999999998,1.2083333333333333,48.64166666666666,324.84166666666664,6.6782593798184005,-6.658333333333334,69.64999999999999,494.89166666666665,7.105407992342666,23.875,5.241666666666666,1.6749999999999998
G21T12017,https://www.sports-reference.com/cfb/schools/texas/2017.html,Texas,12,Big 12,6,0.5,8.21,3.91,20.1,34.9,57.5,258.8,1.3,366.6,5.2,17.6,6.8,2.0,29.208333333333332,21.63333333333333,23.391666666666666,38.96666666666667,0.6002994011976047,266.45,1.3499999999999999,39.725,141.83333333333334,3.5703796937277112,-7.883333333333333,77.8,408.28333333333336,5.247857754927164,20.791666666666668,7.108333333333333,1.5166666666666666
G21T22017,https://www.sports-reference.com/cfb/schools/missouri/2017.html,Missouri,12,SEC (East Division),7,0.5833333333333334,4.28,1.44,20.2,33.9,59.6,254.5,1.5,414.5,5.6,20.5,5.9,1.3,39.291666666666664,31.700000000000003,19.083333333333332,33.025,0.5778450668685339,311.90000000000003,3.5999999999999996,37.46666666666667,199.54166666666666,5.325845195729537,-9.866666666666667,70.575,511.54999999999995,7.24831739284449,23.933333333333334,7.266666666666667,1.7249999999999999
G22T12017,https://www.sports-reference.com/cfb/schools/michigan-state/2017.html,Michigan State,12,Big Ten (East Division),9,0.75,13.83,7.68,18.5,32.7,56.7,201.9,1.2,297.2,4.9,15.8,4.8,1.8,23.041666666666668,20.25,19.5,33.483333333333334,0.5823792931806869,215.38333333333333,1.375,43.449999999999996,163.51666666666668,3.7633294975067133,-17.400000000000002,74.875,378.90000000000003,5.060434056761269,21.316666666666666,6.541666666666667,1.5416666666666667
G22T22017,https://www.sports-reference.com/cfb/schools/washington-state/2017.html,Washington State,12,Pac-12 (North Division),9,0.75,6.62,2.39,14.6,27.0,54.1,170.9,0.8,323.6,5.1,16.4,5.8,2.2,31.408333333333335,24.450000000000003,37.375,55.199999999999996,0.6770833333333334,374.70000000000005,2.8666666666666667,21.075000000000003,71.125,3.3748517200474493,-1.3499999999999999,79.88333333333334,445.82500000000005,5.580951387440017,23.716666666666665,5.733333333333333,2.433333333333333
G23T12017,https://www.sports-reference.com/cfb/schools/navy/2017.html,Navy,12,American (West Division),6,0.5,5.69,2.69,15.7,25.6,61.3,215.8,1.8,370.3,6.2,17.9,5.2,1.2,28.958333333333332,27.908333333333335,3.466666666666667,8.366666666666665,0.4143426294820718,83.74166666666666,0.8666666666666667,68.38333333333334,343.01666666666665,5.016085790884718,-34.199999999999996,70.5,426.75833333333327,6.053309692671394,20.966666666666665,4.191666666666666,1.625
G23T22017,https://www.sports-reference.com/cfb/schools/virginia/2017.html,Virginia,12,ACC (Coastal Division),6,0.5,-0.06,3.55,13.2,24.8,53.4,165.8,1.4,365.1,5.4,18.8,5.1,1.4,23.791666666666668,26.683333333333334,23.691666666666666,40.224999999999994,0.5889786616946344,257.34166666666664,2.058333333333333,29.391666666666666,98.79166666666667,3.3612134958888578,-1.6333333333333335,71.11666666666666,356.13333333333327,5.007733770799156,19.125,4.866666666666666,1.375
G24T12017,https://www.sports-reference.com/cfb/schools/oklahoma-state/2017.html,Oklahoma State,12,Big 12,9,0.75,13.09,3.02,20.4,35.4,57.6,268.6,1.5,409.3,5.5,22.0,5.8,1.8,46.25,30.099999999999998,25.333333333333332,39.25833333333333,0.6452982381659944,392.38333333333327,2.8666666666666667,39.041666666666664,185.63333333333333,4.754749199573106,-8.933333333333332,78.38333333333334,577.9083333333333,7.372847118860301,27.900000000000002,5.191666666666666,1.7333333333333334
G24T22017,https://www.sports-reference.com/cfb/schools/virginia-tech/2017.html,Virginia Tech,12,ACC (Coastal Division),9,0.75,10.56,2.41,13.4,27.5,48.6,199.8,1.2,319.7,5.1,15.4,6.3,1.5,28.799999999999997,13.533333333333333,18.45,30.625,0.6024489795918367,236.95833333333334,1.6500000000000001,45.03333333333333,167.18333333333337,3.7124352331606225,-19.041666666666668,75.10000000000001,404.03333333333336,5.37993786063027,21.466666666666665,4.566666666666666,1.0250000000000001
G25T12017,https://www.sports-reference.com/cfb/schools/texas-christian/2017.html,Texas Christian,13,Big 12,10,0.7692307692307693,14.71,3.92,16.4,31.1,52.5,227.5,1.6,331.4,5.1,16.6,4.8,1.4,33.184615384615384,17.615384615384617,19.815384615384612,29.907692307692308,0.662551440329218,237.72307692307692,1.9230769230769231,37.87692307692308,176.1846153846154,4.651502843216897,-9.261538461538462,68.93846153846154,413.90769230769234,6.0040169604998885,21.323076923076922,6.815384615384616,1.0615384615384615
G25T22017,https://www.sports-reference.com/cfb/schools/stanford/2017.html,Stanford,13,Pac-12 (North Division),9,0.6923076923076923,10.84,4.92,19.6,30.9,63.3,236.1,1.4,405.6,6.0,20.9,6.6,2.0,32.04615384615384,21.446153846153848,14.892307692307693,25.815384615384612,0.5768772348033374,184.32307692307694,1.4923076923076926,34.75384615384616,206.1076923076923,5.930500221336874,-9.707692307692307,60.03076923076923,390.4307692307692,6.5038441824705275,17.646153846153847,6.015384615384615,0.8153846153846154
G26T12017,https://www.sports-reference.com/cfb/schools/new-mexico-state/2017.html,New Mexico State,12,Sun Belt,6,0.5,-8.69,-8.3,20.3,34.8,58.4,234.4,1.6,401.0,5.4,21.9,6.8,2.1,29.575000000000003,30.50833333333333,30.625,48.800000000000004,0.627561475409836,352.63333333333327,2.3000000000000003,24.966666666666665,103.94166666666666,4.163217623497998,-13.816666666666668,75.85000000000001,456.46666666666664,6.018018018018017,22.825000000000003,7.033333333333332,2.1333333333333333
G26T22017,https://www.sports-reference.com/cfb/schools/utah-state/2017.html,Utah State,12,MWC (Mountain Division),6,0.5,-2.18,-3.72,16.1,28.9,55.6,182.5,1.3,399.6,5.2,21.2,7.1,2.2,31.049999999999997,26.974999999999998,19.041666666666668,32.625,0.5836526181353768,223.66666666666666,1.4083333333333334,36.74166666666667,170.10000000000002,4.629621229303697,-13.633333333333333,69.28333333333333,393.76666666666665,5.683425547269666,18.858333333333334,6.050000000000001,1.7833333333333334
G27T12017,https://www.sports-reference.com/cfb/schools/north-carolina-state/2017.html,North Carolina State,12,ACC (Atlantic Division),8,0.6666666666666666,12.16,5.55,20.1,35.6,56.4,253.2,1.7,384.2,5.6,19.5,5.9,1.6,30.55,24.716666666666665,24.216666666666665,37.88333333333333,0.6392432908051033,271.52500000000003,1.3250000000000002,38.858333333333334,177.77499999999998,4.574951747801844,-11.158333333333333,75.74166666666666,449.29999999999995,5.9320057212014525,23.24166666666667,6.083333333333333,1.0
G27T22017,https://www.sports-reference.com/cfb/schools/arizona-state/2017.html,Arizona State,12,Pac-12 (South Division),7,0.5833333333333334,3.8,3.72,22.2,35.3,63.0,274.9,1.5,451.4,6.4,22.4,6.8,1.3,31.86666666666667,31.2,19.908333333333335,31.333333333333332,0.635372340425532,247.67499999999998,1.4833333333333334,43.68333333333333,180.70000000000002,4.136589088134301,-7.4750000000000005,75.85000000000001,428.375,5.6476598549769275,21.61666666666667,4.033333333333333,0.9666666666666667
G28T12017,https://www.sports-reference.com/cfb/schools/northwestern/2017.html,Northwestern,12,Big Ten (West Division),9,0.75,11.36,5.13,21.8,38.1,57.2,249.5,1.4,357.4,5.0,19.2,5.2,1.9,29.63333333333333,19.858333333333334,22.216666666666665,36.6,0.6070127504553733,244.20000000000002,1.4083333333333334,42.99166666666667,160.96666666666667,3.744136460554371,-25.258333333333336,76.675,405.1666666666667,5.284208238234975,23.033333333333335,4.7250000000000005,1.5166666666666666
G28T22017,https://www.sports-reference.com/cfb/schools/kentucky/2017.html,Kentucky,12,SEC (East Division),7,0.5833333333333334,1.3,2.92,21.1,32.8,64.2,251.6,1.6,426.9,6.2,22.2,7.0,1.4,25.708333333333332,28.549999999999997,14.608333333333333,24.266666666666666,0.6019917582417582,181.13333333333333,0.8666666666666667,37.375,169.75833333333333,4.542028985507246,-3.141666666666667,63.05833333333333,350.78333333333336,5.56283864146954,18.733333333333334,5.541666666666667,1.1333333333333333
