,total_wins,win_percentage,srs,sos,opp_pass_cmp,opp_pass_att,opp_pass_cmp_pct,opp_pass_yds,opp_pass_td,opp_tot_yds,opp_tot_yds_per_play,opp_first_down,opp_penalty,opp_turnovers,ppg,oppg,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,rush_att,rush_yds,rush_yds_per_att,rush_td,tot_plays,tot_yds,tot_yds_per_play,first_down,penalty,turnovers
G92015,0,-0.05128205128205121,-4.48,2.71,4.5,5.399999999999999,4.200000000000003,33.5,0.5,100.09999999999997,0.2999999999999998,6.800000000000001,-1.6000000000000005,-0.2999999999999998,-4.821153846153841,4.19230769230769,-7.439743589743589,-10.8173076923077,-0.0219762483350755,-82.80064102564103,0.023076923076922995,5.10705128205128,20.841025641025624,-0.02496129579056472,22.803846153846155,-5.069230769230742,-61.85192307692307,-0.41154962910467496,-4.4685897435897495,-0.2967948717948694,0.14038461538461533
G102015,2,0.10256410256410264,2.8200000000000003,5.08,5.299999999999999,7.0,4.100000000000001,28.200000000000017,-0.30000000000000004,81.79999999999995,-0.09999999999999964,6.599999999999998,1.6000000000000005,-0.20000000000000018,8.66089743589744,3.453205128205134,24.88910256410256,32.337820512820514,0.2595781311275703,314.24230769230763,3.1891025641025648,-20.61346153846153,-170.11858974358984,-1.2154407442748063,26.77820512820513,17.10897435897435,144.12371794871785,0.4247053713868878,10.151282051282056,3.721794871794871,-0.7025641025641025
G112015,-3,-0.1858974358974359,-5.07,5.369999999999999,3.5999999999999996,4.300000000000001,4.200000000000003,37.900000000000006,0.8,121.30000000000001,1.0999999999999996,4.600000000000001,1.0,-1.2999999999999998,4.694871794871794,13.176923076923082,16.615384615384613,24.671153846153857,0.0679900621142212,230.05833333333328,1.244871794871795,-10.99230769230769,-49.01474358974352,0.04025148661018374,9.087820512820514,16.67243589743589,181.0435897435898,1.0356977515881391,11.28653846153846,1.2487179487179478,1.4891025641025637
G122015,0,0.0,7.47,4.01,-4.400000000000002,-5.799999999999997,-3.3000000000000043,-20.599999999999994,0.19999999999999996,6.199999999999989,0.7999999999999998,-0.3000000000000007,-0.7000000000000002,-0.5,1.0,3.00833333333334,-4.399999999999999,-7.016666666666669,0.008415614279368322,-26.008333333333326,-0.02499999999999991,2.8416666666666686,42.633333333333354,0.7521926309635796,-13.483333333333334,-6.424999999999997,16.625,0.7624694736199018,0.43333333333333,1.1833333333333345,-0.8916666666666666
G132015,-1,-0.08333333333333337,-0.6800000000000002,3.78,8.0,11.399999999999999,4.200000000000003,72.9,0.40000000000000013,114.80000000000001,1.0,4.900000000000002,-0.1999999999999993,0.19999999999999996,5.666666666666671,12.966666666666669,-2.9750000000000014,-5.008333333333333,-0.0006710306539949862,32.51666666666668,0.5916666666666668,4.63333333333334,26.875,0.1428620677569361,8.133333333333333,0.5416666666666714,59.39166666666671,0.7098432374725485,1.4416666666666593,1.4583333333333321,-0.5416666666666666
G142015,3,0.25,5.28,-6.86,-0.8000000000000007,3.9999999999999964,-8.800000000000004,3.299999999999983,0.10000000000000009,5.699999999999989,-0.5,2.3000000000000007,1.0,0.30000000000000027,14.775000000000002,-1.3416666666666686,5.091666666666665,9.141666666666662,-0.008188012680314993,39.05000000000004,1.1083333333333334,-0.06666666666666998,43.891666666666666,1.1524061188905579,-3.2333333333333325,9.991666666666674,82.94166666666666,0.4494966748546334,4.774999999999999,1.3249999999999984,0.6500000000000004
G152015,3,0.24999999999999994,2.170000000000001,0.3299999999999996,-2.3999999999999986,-3.5999999999999943,-0.6999999999999957,-87.30000000000001,-0.5,1.2000000000000455,-0.9000000000000004,4.700000000000003,-0.5999999999999996,0.30000000000000004,0.01666666666666572,-2.616666666666678,2.5166666666666657,2.5,0.02881710108931168,11.75,-0.4916666666666667,-4.866666666666667,18.116666666666646,1.1060782602580348,21.8,3.299999999999997,29.97500000000008,0.1302616063976183,1.49166666666666,1.1083333333333316,-0.7333333333333336
G162015,0,0.0,9.780000000000001,3.6999999999999997,-8.799999999999999,-8.699999999999996,-12.399999999999999,-107.70000000000002,-0.7000000000000002,-166.8,-1.0999999999999996,-8.3,-0.20000000000000018,0.09999999999999987,-6.966666666666669,-14.375,-6.491666666666664,-7.625,-0.058843999290082105,-113.84999999999991,0.05833333333333379,-3.3999999999999986,-21.558333333333337,-0.2052992908721758,-6.5000000000000036,-11.858333333333306,-135.30000000000007,-0.8920123355619154,-6.100000000000001,0.5166666666666675,-0.058333333333333126
G172015,-3,-0.1923076923076923,7.6000000000000005,10.489999999999998,0.10000000000000142,-1.3999999999999986,2.8999999999999986,-1.0999999999999943,-0.7,-27.69999999999999,-0.39999999999999947,-0.6999999999999993,-0.10000000000000053,0.40000000000000013,-11.101282051282059,-6.401282051282056,-5.503846153846158,-7.6070512820512874,-0.02268320193036122,-92.44102564102573,-1.560897435897436,1.2634615384615415,-39.15512820512825,-1.2445596159616672,-23.068589743589744,-7.869230769230782,-131.48782051282046,-1.1513275566956125,-3.6596153846153925,-1.5814102564102566,-0.18012820512820538
G182015,0,0.0,0.8599999999999994,-1.9,1.8000000000000007,0.9999999999999964,3.4000000000000057,19.5,-0.19999999999999996,12.0,0.0,-1.6000000000000014,0.5,-0.09999999999999987,3.5083333333333293,-0.0416666666666643,18.39166666666666,22.40833333333333,0.08575859874150993,115.10833333333335,1.8666666666666671,-12.583333333333332,-39.516666666666666,0.32536962040772677,2.1916666666666655,11.883333333333326,75.48333333333323,0.06229505537966151,5.883333333333336,-4.000000000000001,1.1416666666666666
